class,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24
idle,0.6097847819328308,0.6628645062446594,-0.31564852595329285,0.9947792291641235,0.32109344005584717,0.7194223403930664,0.16665656864643097,0.9925974011421204,0.65980064868927,1.0246763229370117,-0.5872925519943237,0.7806530594825745,0.18467651307582855,0.9943915605545044,0.005358194466680288,0.29628169536590576,0.4342738091945648,1.2027002573013306,-0.7911057472229004,0.8612813949584961,0.06425074487924576,1.0120713710784912,-0.5677794814109802,0.47945261001586914,0.37793391942977905,1.2794169187545776,-0.8703713417053223,0.8708078265190125,-0.0035745855420827866,1.0408270359039307,-0.6617415547370911,0.5588985085487366,0.35617271065711975,1.2173500061035156,-0.8427678346633911,0.8981240391731262,0.004722376819700003,0.9964902400970459,-0.7112361192703247,0.6541099548339844,0.3711952865123749,1.1959308385849,-0.7834720611572266,0.8735803365707397,0.060230981558561325,0.9814000725746155,-0.6177259683609009,0.6645663976669312,0.5686607956886292,1.4886274337768555,-0.175866961479187,0.015530543401837349,0.3727344572544098,1.4608460664749146,0.17864686250686646,0.035910267382860184
idle,0.6109133362770081,0.6704034805297852,-0.32035335898399353,0.9948854446411133,0.320511132478714,0.7198540568351746,0.12347215414047241,0.9929165840148926,0.675886869430542,1.0216158628463745,-0.5002475380897522,0.7479410171508789,0.18275612592697144,0.9882996678352356,0.04319304972887039,0.30971235036849976,0.6395167112350464,1.4321883916854858,-0.7191756963729858,0.7911314368247986,0.05097270756959915,1.0361436605453491,-0.5087898969650269,0.4722512662410736,0.6449329257011414,1.554816722869873,-0.795244574546814,0.803408145904541,-0.014049028046429157,1.0503627061843872,-0.5991858243942261,0.5464798212051392,0.6062026619911194,1.540705680847168,-0.8310944437980652,0.8373314738273621,-0.004607792012393475,1.0324642658233643,-0.626821756362915,0.6468623876571655,0.5982558727264404,1.4934418201446533,-0.7401532530784607,0.8126058578491211,0.031411878764629364,1.0353717803955078,-0.5488581657409668,0.6565748453140259,0.5706449151039124,1.495143175125122,-0.15434302389621735,0.01413162425160408,0.37307196855545044,1.4764034748077393,0.15690156817436218,0.03259265050292015
idle,0.6132999658584595,0.6772530674934387,-0.3230445981025696,0.9951788187026978,0.31989723443984985,0.7191994786262512,0.11220864206552505,0.993384599685669,0.6851246953010559,1.0217264890670776,-0.4957297444343567,0.7118431329727173,0.17993076145648956,0.9811217188835144,0.05792883038520813,0.33091241121292114,0.6768894195556641,1.455141305923462,-0.6764830350875854,0.7197155356407166,0.04134977608919144,1.045828104019165,-0.3787517547607422,0.45871666073799133,0.691100001335144,1.5799230337142944,-0.7387657761573792,0.7316403985023499,-0.02085677906870842,1.0552959442138672,-0.44433221220970154,0.5230299830436707,0.651861310005188,1.5778566598892212,-0.7802971601486206,0.7678154706954956,-0.008273856714367867,1.0523711442947388,-0.49458470940589905,0.6277427077293396,0.6427022814750671,1.5282392501831055,-0.6993675827980042,0.7457441687583923,0.019274041056632996,1.057241678237915,-0.4244542717933655,0.6399038434028625,0.5741147398948669,1.4976640939712524,-0.14632342755794525,0.01277565024793148,0.37165725231170654,1.4834593534469604,0.14924700558185577,0.0294360239058733
idle,0.6161185503005981,0.6834769248962402,-0.321668803691864,0.995419979095459,0.3176216781139374,0.7187425494194031,0.09666471183300018,0.993862509727478,0.6871185302734375,1.02970290184021,-0.4281712472438812,0.6770464777946472,0.17928187549114227,0.975677490234375,0.1010507345199585,0.3577229082584381,0.6824793219566345,1.4640591144561768,-0.5749413371086121,0.654525876045227,0.030110448598861694,1.0496553182601929,-0.22751984000205994,0.451894611120224,0.6983097791671753,1.5892091989517212,-0.6261087656021118,0.6661452054977417,-0.027742663398385048,1.056972622871399,-0.2838006615638733,0.5050646662712097,0.6612061262130737,1.5864157676696777,-0.6724154353141785,0.7039413452148438,-0.015733517706394196,1.0588804483413696,-0.3421139121055603,0.6141144037246704,0.6515349745750427,1.5363491773605347,-0.6003451943397522,0.6848384141921997,0.008899115025997162,1.0560927391052246,-0.27458062767982483,0.629106342792511,0.5757869482040405,1.5020148754119873,-0.13072070479393005,0.0115515673533082,0.36888208985328674,1.488402009010315,0.13383224606513977,0.026595918461680412
idle,0.6177788972854614,0.6897757649421692,-0.3283294439315796,0.9956580996513367,0.3173571228981018,0.7179834842681885,0.07977165281772614,0.9942940473556519,0.6900222897529602,1.036336064338684,-0.4639267325401306,0.6489919424057007,0.17545410990715027,0.9733655452728271,0.08640256524085999,0.3791542649269104,0.6696416735649109,1.4701886177062988,-0.635823130607605,0.5962474346160889,0.01903264783322811,1.0518630743026733,-0.2906830608844757,0.44398075342178345,0.6814526319503784,1.5951850414276123,-0.697567880153656,0.6076065897941589,-0.039312418550252914,1.0605353116989136,-0.3563250005245209,0.48821455240249634,0.6417058110237122,1.5906625986099243,-0.7352585196495056,0.6471625566482544,-0.025739219039678574,1.0651302337646484,-0.4134902358055115,0.6014223098754883,0.6335710287094116,1.5397571325302124,-0.6584693193435669,0.630354106426239,-0.0016926219686865807,1.0646401643753052,-0.33868351578712463,0.6185018420219421,0.5756384134292603,1.505784273147583,-0.13176240026950836,0.01044904813170433,0.36567363142967224,1.488885521888733,0.13499823212623596,0.02403516322374344
idle,0.6186218857765198,0.692205548286438,-0.33393043279647827,0.9956366419792175,0.3176587224006653,0.717391312122345,0.0794101282954216,0.994577169418335,0.6890295743942261,1.03475821018219,-0.46928802132606506,0.6208505034446716,0.17571412026882172,0.9681639671325684,0.10029424726963043,0.39392024278640747,0.667464017868042,1.4544119834899902,-0.6541758179664612,0.5448977947235107,0.01706007495522499,1.051452875137329,-0.25139573216438293,0.44056230783462524,0.677544116973877,1.5772901773452759,-0.7181744575500488,0.5564786791801453,-0.04023268073797226,1.0611211061477661,-0.31530025601387024,0.4766935408115387,0.6385246515274048,1.5678646564483643,-0.7576901912689209,0.5981346368789673,-0.027574514970183372,1.0661861896514893,-0.3756338357925415,0.5934939980506897,0.6308203935623169,1.5175467729568481,-0.6776999235153198,0.5831780433654785,-0.002995419083163142,1.0654269456863403,-0.2998080849647522,0.6109567284584045,0.5754982233047485,1.5065497159957886,-0.13380542397499084,0.009448886848986149,0.3650982975959778,1.4883172512054443,0.13691726326942444,0.021714897826313972
idle,0.6195555329322815,0.6939342021942139,-0.3397137522697449,0.9957082271575928,0.3174858093261719,0.7170608639717102,0.0795891210436821,0.9948118329048157,0.6899392604827881,1.033937931060791,-0.4769306778907776,0.6004091501235962,0.17516325414180756,0.9672291278839111,0.11757143586874008,0.4063667953014374,0.6792875528335571,1.4623838663101196,-0.6680814027786255,0.5001603364944458,0.008090155199170113,1.0556215047836304,-0.2204141616821289,0.4344939589500427,0.6934163570404053,1.5883675813674927,-0.7334717512130737,0.51169353723526,-0.04562891274690628,1.0690529346466064,-0.2841565012931824,0.46328744292259216,0.6536383032798767,1.582305908203125,-0.7758511304855347,0.556015133857727,-0.033725202083587646,1.0721696615219116,-0.34963899850845337,0.5835347175598145,0.6443130970001221,1.5311475992202759,-0.6934110522270203,0.5427010655403137,-0.009299670346081257,1.071144938468933,-0.27107560634613037,0.6016444563865662,0.5755473375320435,1.5074036121368408,-0.13189448416233063,0.00855634268373251,0.36471039056777954,1.4885916709899902,0.13502566516399384,0.019635748118162155
idle,0.6203526258468628,0.6964269280433655,-0.33636027574539185,0.9958060383796692,0.31781333684921265,0.716771125793457,0.08927934616804123,0.9950882196426392,0.6890547275543213,1.0343847274780273,-0.47297558188438416,0.5792379379272461,0.17524535953998566,0.9640418291091919,0.1161632388830185,0.41941019892692566,0.6656622886657715,1.4621498584747314,-0.6709707975387573,0.45892512798309326,0.008463585749268532,1.056283712387085,-0.2547963559627533,0.43269965052604675,0.6744345426559448,1.5854275226593018,-0.7372047305107117,0.47049039602279663,-0.047426216304302216,1.069337248802185,-0.32214462757110596,0.4555445909500122,0.6350563168525696,1.5739516019821167,-0.7773959636688232,0.5164626240730286,-0.035301126539707184,1.071945309638977,-0.38370534777641296,0.5786805748939514,0.627410888671875,1.5240997076034546,-0.6948560476303101,0.5045962333679199,-0.010097541846334934,1.0701709985733032,-0.30444809794425964,0.5975519418716431,0.5754426121711731,1.5099719762802124,-0.13030362129211426,0.007763493340462446,0.36362630128860474,1.4901227951049805,0.13343974947929382,0.017787419259548187
idle,0.6208385229110718,0.6989583373069763,-0.33628901839256287,0.9958738088607788,0.31807371973991394,0.7172874212265015,0.08499240130186081,0.9952835440635681,0.6894945502281189,1.0340172052383423,-0.4626552164554596,0.5566728711128235,0.1748325079679489,0.9636943340301514,0.12678319215774536,0.427670955657959,0.6635969877243042,1.4613896608352661,-0.6508055925369263,0.4201734662055969,0.006517784204334021,1.0571527481079102,-0.2003740817308426,0.42557379603385925,0.6724215745925903,1.5848478078842163,-0.7150449156761169,0.43190470337867737,-0.052324485033750534,1.0705293416976929,-0.26193326711654663,0.44328662753105164,0.6328165531158447,1.5745849609375,-0.757784366607666,0.47877755761146545,-0.04131048917770386,1.0717095136642456,-0.32722899317741394,0.5689054131507874,0.6252113580703735,1.5241132974624634,-0.6758652925491333,0.46856689453125,-0.015682760626077652,1.0692263841629028,-0.25060418248176575,0.5889654159545898,0.5754418969154358,1.5116080045700073,-0.13121896982192993,0.007042732089757919,0.3637753427028656,1.4921534061431885,0.13434720039367676,0.016102304682135582
idle,0.6214548945426941,0.7014356851577759,-0.32926222681999207,0.9959185719490051,0.31826072931289673,0.7184423804283142,0.0672522559762001,0.9954231977462769,0.6895830035209656,1.037577509880066,-0.45059067010879517,0.5358174443244934,0.17498819530010223,0.9630980491638184,0.09888799488544464,0.43144655227661133,0.6612734794616699,1.4693222045898438,-0.6544110178947449,0.3849526643753052,0.006694958545267582,1.0585434436798096,-0.22825884819030762,0.4136963486671448,0.6698606014251709,1.5915299654006958,-0.7193987369537354,0.39704471826553345,-0.05137886852025986,1.0725027322769165,-0.29291021823883057,0.42871570587158203,0.6308075785636902,1.580605387687683,-0.7622946500778198,0.4447041451931,-0.04042411595582962,1.0729480981826782,-0.3724137544631958,0.5559705495834351,0.6228870153427124,1.530194640159607,-0.6796289682388306,0.4356289505958557,-0.014514187350869179,1.0710201263427734,-0.2832790017127991,0.5768226385116577,0.5754281878471375,1.5137653350830078,-0.1248181089758873,0.006405212450772524,0.3639192283153534,1.4957010746002197,0.12789024412631989,0.014602073468267918
idle,0.6215404272079468,0.7025251388549805,-0.31805068254470825,0.9960786700248718,0.318321168422699,0.7187266945838928,0.07130303233861923,0.9956504702568054,0.6884822249412537,1.0371630191802979,-0.4256996214389801,0.5176368355751038,0.1750449240207672,0.96299809217453,0.10020430386066437,0.44108977913856506,0.6624926924705505,1.467828392982483,-0.6077548861503601,0.35292425751686096,0.006998191121965647,1.0583512783050537,-0.23312513530254364,0.40620970726013184,0.6720656752586365,1.592151403427124,-0.6667274832725525,0.36525437235832214,-0.05118993669748306,1.0727182626724243,-0.2980218827724457,0.4174913763999939,0.6331638097763062,1.581141710281372,-0.7137433290481567,0.4135400950908661,-0.040090613067150116,1.0714879035949707,-0.36400240659713745,0.5465689897537231,0.6252772808074951,1.5304805040359497,-0.6344131231307983,0.4057944715023041,-0.01420278288424015,1.0705069303512573,-0.28359174728393555,0.5689009428024292,0.5754097700119019,1.5145989656448364,-0.1165442019701004,0.005837721284478903,0.3635954260826111,1.4972405433654785,0.11972121149301529,0.01326619740575552
idle,0.6218851804733276,0.7045890688896179,-0.3124297559261322,0.9962779879570007,0.31839194893836975,0.718985915184021,0.07833161950111389,0.9958887100219727,0.6876536011695862,1.0450067520141602,-0.4358188509941101,0.500654935836792,0.1751699149608612,0.9627516865730286,0.10028908401727676,0.44942986965179443,0.6572684049606323,1.4827169179916382,-0.629620373249054,0.3240453600883484,0.0049840109422802925,1.057505488395691,-0.24694743752479553,0.4027380347251892,0.6654127836227417,1.6071540117263794,-0.6934210062026978,0.33679908514022827,-0.05888207629323006,1.0726556777954102,-0.3135744333267212,0.4114471971988678,0.6263613104820251,1.594627857208252,-0.7343424558639526,0.38582441210746765,-0.047633204609155655,1.0699270963668823,-0.3747885823249817,0.5426920652389526,0.6189444661140442,1.5442852973937988,-0.6541566252708435,0.37927308678627014,-0.020735325291752815,1.0700244903564453,-0.2959166169166565,0.5669495463371277,0.5758135318756104,1.5183864831924438,-0.11706943809986115,0.005329455249011517,0.3635944128036499,1.5024371147155762,0.1203177198767662,0.012067809700965881
idle,0.6218399405479431,0.7049071192741394,-0.30334025621414185,0.9964224696159363,0.3182494044303894,0.7189546227455139,0.0729864239692688,0.996111273765564,0.6875559091567993,1.0445876121520996,-0.42283740639686584,0.48826974630355835,0.17509914934635162,0.9625308513641357,0.09997834265232086,0.46120426058769226,0.6622003316879272,1.4710625410079956,-0.6308252215385437,0.29868271946907043,0.0011824073735624552,1.0573232173919678,-0.2526516318321228,0.40232065320014954,0.6723402142524719,1.5943546295166016,-0.6962440013885498,0.31151074171066284,-0.06310423463582993,1.072983980178833,-0.31972378492355347,0.40740522742271423,0.6330894231796265,1.581520915031433,-0.7391369342803955,0.36119088530540466,-0.05267152935266495,1.0693559646606445,-0.3829045295715332,0.540288507938385,0.624643862247467,1.531590223312378,-0.6569888591766357,0.3561180531978607,-0.025724545121192932,1.0695397853851318,-0.30253157019615173,0.566107451915741,0.5754777193069458,1.518108606338501,-0.11466046422719955,0.00489787757396698,0.3630128502845764,1.502312421798706,0.11784116178750992,0.011023137718439102
idle,0.6218228936195374,0.7051039338111877,-0.28833872079849243,0.99651038646698,0.3181929886341095,0.7193904519081116,0.07670946419239044,0.9962440729141235,0.687523603439331,1.0441758632659912,-0.41620269417762756,0.47559550404548645,0.17472676932811737,0.9623681902885437,0.10577700287103653,0.4624926745891571,0.6673911213874817,1.4699949026107788,-0.639818549156189,0.2788166403770447,-0.00203070230782032,1.0603227615356445,-0.2518298327922821,0.40289366245269775,0.6782458424568176,1.5919699668884277,-0.7059468626976013,0.2931884527206421,-0.0649508610367775,1.0736390352249146,-0.3196350634098053,0.4081910252571106,0.6398977637290955,1.5776106119155884,-0.7437177300453186,0.34585362672805786,-0.05621964856982231,1.069295883178711,-0.3852003514766693,0.5430724024772644,0.6304497122764587,1.5290780067443848,-0.6645150780677795,0.34174761176109314,-0.028835272416472435,1.0691382884979248,-0.3028588891029358,0.5686560869216919,0.5747443437576294,1.5185602903366089,-0.1166255921125412,0.004488923121243715,0.3629206717014313,1.5044857263565063,0.11978425830602646,0.010044626891613007
idle,0.6217962503433228,0.7054551243782043,-0.2868572771549225,0.9966745376586914,0.3182218670845032,0.7195040583610535,0.08492985367774963,0.9964250326156616,0.6873712539672852,1.0444279909133911,-0.419423907995224,0.4672833979129791,0.174892395734787,0.9622231125831604,0.10606032609939575,0.4666482210159302,0.6669154763221741,1.4818826913833618,-0.6393643617630005,0.25918182730674744,-0.0011145026655867696,1.060193419456482,-0.2537781000137329,0.40171337127685547,0.6779780387878418,1.6067067384719849,-0.7066553235054016,0.27399271726608276,-0.06566323339939117,1.073750615119934,-0.3218686580657959,0.405559778213501,0.6387330293655396,1.595182180404663,-0.7467281818389893,0.32804054021835327,-0.055830858647823334,1.0692427158355713,-0.3901103138923645,0.5419235229492188,0.629307210445404,1.5456691980361938,-0.6649869680404663,0.3248738944530487,-0.02821848727762699,1.069146990776062,-0.3060208857059479,0.5683877468109131,0.5745659470558167,1.5194610357284546,-0.11791124194860458,0.004132822155952454,0.362502783536911,1.5049222707748413,0.12105588614940643,0.009182574227452278
idle,0.6216219663619995,0.70496666431427,-0.2843378484249115,0.996871829032898,0.31895825266838074,0.71953946352005,0.10694899410009384,0.9966593980789185,0.6877496838569641,1.0442897081375122,-0.4161098599433899,0.4618731141090393,0.1758284568786621,0.9619337320327759,0.1163794994354248,0.47464683651924133,0.6671263575553894,1.483591914176941,-0.6307544112205505,0.2409861534833908,-0.00044601550325751305,1.0606684684753418,-0.2560097575187683,0.40475574135780334,0.6775173544883728,1.60707688331604,-0.6989550590515137,0.2559954524040222,-0.06661580502986908,1.073837161064148,-0.3237912654876709,0.4067628085613251,0.63813316822052,1.5967516899108887,-0.7396981716156006,0.31101810932159424,-0.055787693709135056,1.06929612159729,-0.39052721858024597,0.5445159077644348,0.6290156841278076,1.548107624053955,-0.6564352512359619,0.3086831271648407,-0.02778085693717003,1.0695880651474,-0.30765044689178467,0.5717322826385498,0.5745465159416199,1.5194770097732544,-0.1193082332611084,0.0038204933516681194,0.36250266432762146,1.5047518014907837,0.12250933796167374,0.008429271169006824
